REFCODES,HOMO-LUMO GAP,SMILES
GEQKOD,3.9492,O1C=C(c2ccncc2)c2c1ccc1ccccc21
GERLAR,3.1971,CC(=O)c1ccc2c(c1)C(c1ccccc21)C1(O)c2ccccc2c2ccc(cc12)C(C)=O
GERRAX,2.6455,Brc1ccc(cc1)c1ccc(c2ccc(Br)cc2)c2C(=O)c3ccccc3C(=O)c12
GESTII,1.8226,COc1ccc(cc1)C(c1ccc(OC)cc1)=C(c1ccc(OC)cc1)c1ccc(OC)cc1
GEYGOG01,2.4221,Fc1c(F)c(F)c(C#N)c(C#N)c1F
GEYLOL01,3.5972,CC1CCC2C(OC(=O)C2=C)C(C)(O)C21CCC(=O)O2
GEYNAZ02,3.5289,CC12CCC=C(CO)CCC3C(OC(=O)C3=C)C1O2
GEZRAE01,3.7382,CC(C)c1cccc(C(C)C)c1N1CC2(CCCCC2)CC1(C)C
GIDWAS,3.4674,CC(=O)N(C=CC=CC=CC1=C(C#N)C(OC1(C)C)=C(C#N)C#N)c1ccccc1
GIMQEZ,1.478,CC(CC(O)=O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C
GIMRAW,3.8059,COC(=O)c1ccccc1NN=C1C=CC(=O)c2ncccc12
GINCOW,1.7976,CC1=CCCC2(C)OC2C2OC(=O)C(CNCc3cccc4ccccc34)C2CC1
GINGIU,3.1337,CCCOc1ccc(NC(C)=O)cc1
GINHER,3.715,Cc1ccc(cc1)C(O)C1OC(=O)C=C1
GINLEV,3.2527,Cc1ccc(cc1)N1C(=O)c2ccccc2C1=Nc1ccccc1
GINREC,2.3384,CC(=O)OCC1OC(C(O)C(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
GINXEH,4.1782,COC(=O)C(C)C(NC1(c2ccccc2)c2ccccc2c2ccccc12)C(=O)OC
GIPBAJ,3.4224,COc1ccccc1N(c1cccc(c1)N(c1ccccc1OC)c1ccccc1OC)c1ccccc1OC
GIPCIS,2.9169,Clc1ccc2ncc(nc2c1)c1ccccc1
GIQVAF,2.7049,COc1ccc(cn1)c1cc(C)nc(N)n1
GIRNUR,3.1411,CC1=CC(=C(C)S1)c1c2cc(Br)ccc2c2ccc(Br)cc2c1C1=C(C)SC(=C1)C
GISFUL,2.8305,CCC(=O)Nc1c(C)cccc1C
GISPII,4.3394,OC(=O)c1cc2OCCOCCOCCOCCOc3ccc(OCCOCCOCCOCCOc1cc2)cc3C(O)=O
GITXAJ,3.043,O=C1CCC(C(N1)c1ccccc1)N(=O)=O
GIVHOJ,2.5355,CC12CC(=O)C3(O)C(CCC4=CC(=O)CCC34C)C1CCC2=O
GIVROT,2.8648,N1C=CC=C1C(c1ccncc1)=C1C=CC=N1
GIWCUL,2.0502,COC(OC)C(C(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)N(=O)=O
GODDUZ,2.704,COc1cccc(C=NCCN=Cc2cccc(OC)c2)c1
GOFRID,3.2486,OC(=O)C12CCC(=O)CC1c1ccccc1CC2
GOFTAX,3.7821,Cc1cccc(Oc2cnc3ccccc3n2)c1
GOFVIH,2.9629,COC(N(NC(=O)c1ccccc1O)C(C)=O)C1=Cc2ccccc2N1C
GOFVUT,2.7037,Fc1c(F)c(F)c(C#Cc2ccccc2C#Cc2ccc3ccccc3n2)c(Br)c1F
GOHBEM,2.354,CC1=C(C=C(C)N(=O)=O)c2ccccc2N1
GOJDOY01,2.377,Cc1cc(C)c(C(O)=O)c(C)c1CCCCc1c(C)cc(C)c(C(O)=O)c1C
GOJQUS,3.8383,CCC1=C(C)Nc2c(ccc3cccnc23)C1=O
GOKMOJ,2.3648,CC(=O)Oc1c(C)c(C)c2OC(C)(C)CCc2c1c1c2CCC(C)(C)Oc2c(C)c(C)c1OC(C)=O
GOKSOP,3.7381,Fc1ccc(cc1F)c1cnc2ccccc2n1
GOLNEC,3.8815,CC(C)Cc1ccc(cc1)C(C)C(=O)NN=C(C)c1ccc(cc1)N(=O)=O
GOLWEK,2.3074,Clc1cnc2ccccc2n1
GOLYAI,3.0239,Cc1cccc(C)c1NC(=O)CCC(O)=O
GOLZUD,4.3766,CC1=CCCC2(C)OC2CC(C)(C)C=CC1O
GOMQOP,4.3771,CC1=CC=C(O1)c1c2ccccc2c(C2=CC=C(C)O2)c2c(C3=CC=C(C)O3)c3ccccc3c(C3=CC=C(C)O3)c12
GORVUG,1.2552,COc1ccc(cc1)C(=O)CC1=NN2C=Nc3ccccc3C2=NC1=O
GUDKIA,2.695,CC1OC2(CCCCC2(NOCc2ccccc2)c2ccccc2)OC1C
GUDWIM,3.8562,Cc1ccnc(c1)c1cc(ccn1)C=Nc1ccccc1O
GUFGEU,2.2015,COC(=O)C1(C)C2OC(=O)C1(C)C(O)C=C2
GUGLUQ,4.0896,CCC(CC)(CC)C(N=[N+]=[N-])C(=O)N1C(COC1=O)Cc1ccccc1
GUGXUC,3.7419,COC(=O)C(Cc1cc(c(O)c(c1)C(C)(C)C)c1ccc(cc1)C(C)=O)NC(=O)OC(C)(C)C
GUGZIS,2.6278,FC(F)(F)I1OC(=O)c2cc(ccc12)N(=O)=O
GUGZUF,2.3297,ClI1OC(=O)c2cc(ccc12)N(=O)=O
GUHBAO,2.1368,COC(=O)C1C(C(=O)OC)C1(C(=O)c1ccccc1)C(=O)c1ccccc1
GUHDAP,2.7366,Nc1c(F)c(F)c2nc3c(F)c(F)c(F)c(F)c3nc2c1F
GUHFIZ,1.8205,FC(F)(F)N1CN(c2ccc(cc2)N(=O)=O)c2ccccc12
GUKSOW,2.0886,Cc1cc(C)c2c(c1)N(Cc1ccc(I)cc1)C1=C2c2c(CC1)ccc1ccc3ccccc3c21
GULLAC,2.508,CCCCc1c2cccc3C#Cc4cc(cc5c(cc(cc45)C(C)(C)C)C#Cc4cccc5c(CCCC)c6cccc(C#Cc7c8ccccc8c(C#Cc8cccc1c8cc23)c1ccccc71)c6cc45)C(C)(C)C
GUQLIO,1.4148,CN(C)C=CC(=O)c1ccccc1O
GUSRIV,2.689,C1C2CC34CC5CC67CC8CC1(C36)C1C3(C2)CC2CC1(C8)C7C(C5)(C2)C43
GUTCED,5.801,C1C2CC3C4CC56C7CC8CC9C7CC7C%10CC(C2)(C(C14)C57)C3C6(C8)C9%10
GUTCIH,5.7389,C1C2CC34CC5CC6C3C1C1C3CC7C8CC9CC7C(C5)(C63)C4(C9)C18C2
GUTDAA,5.6846,C1CC2CN3C(C2C1)N1CC2CCCC2C1N1CC2CCCC2C31
GUVJOX,5.007,C(CCN=C(c1ccccc1)c1ccccn1)CN=C(c1ccccc1)c1ccccn1
GUWZAA,3.1159,CC1(C(OC1=O)c1ccc(cc1)N(=O)=O)c1ccccc1
GUXJAK01,4.552,O=C1OC(c2ccc(cc2)N(=O)=O)C1(c1ccccc1)c1ccccc1
GUZSAW,2.9286,CC(C)C1=C(O)C(=O)C2=C(CCC3C(C)(C)CCCC23C)C1=O
GUZSEA,2.813,CC1(C)CC(OC(=O)C23CCC(C)(C(=O)O2)C3(C)C)C2OC2(C)C1=O
HACGUN01,1.8066,CCOC(=O)CCC(COC)NC(=O)c1ccc(OC)cc1
HACHIC,3.5213,COc1ccc(COCC2=C3COCC(O)C(N3N=N2)c2ccccc2)cc1
HACRAG,3.8337,O=C(CC1CCCC1CC(=O)c1ccccc1)c1ccccc1
HACREK,3.8006,C(N1c2ccccc2C=C2c3ccccc3N=C12)c1ccccc1
HADLEF,2.7709,Nc1ccccc1c1cnc2c(Br)cc(Br)cc2c1
HADPAF,2.1098,CN1c2ccccc2C=C2c3cc(Br)ccc3N=C12
HADPEJ,2.3476,C1=CN(N=C1)C(N1C=CC=N1)c1cccc2cc3cccc(C(N4C=CC=N4)N4C=CC=N4)c3cc12
HADPOT,2.1333,O=CN1N=C(CC1c1ccccc1)c1ccccc1
HADZET,2.2929,CC(C)(C)C(=O)OC1=C(CC2=CC=CO2)C(Oc2ccccc12)c1ccccc1
HAFPEK,2.8916,CCC1(CCC(C)(C)c2cc(C)c(cc12)C(C)=O)OO
HAFROX,3.1056,O=C1c2ccc(cc2C(=O)c2cc(ccc12)C#Cc1ccccc1)C#Cc1ccccc1
HAGVIW,2.9681,COC(=O)C1=C(C2C3CC(C12)c1c(OC)c2ccccc2c(OC)c31)C(=O)OC
HAKPAL,1.8858,CC(=O)OC1COC(Nc2ccc(cc2)N(=O)=O)C(OC(C)=O)C1OC(C)=O
HAKZEA,1.7095,OC1COC(OCc2ccccc2)C(O)C1OC(=O)c1ccccc1
HALMUE,2.7987,CCOC(=O)C1=NOC(=C1C1(C)OCC(C)(C)CO1)CC12OCCN1C(=O)c1ccccc21
HALQOB,3.4686,CC(=O)OC1OC(C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)C(=O)OCC#C
HAMQIW,3.6587,Nc1nc2c(Br)cc(Br)cc2cc1c1ccccc1N(=O)=O
HAMRUJ,5.0268,CC1=NN(C=C1)C(=O)c1cccc(n1)C(=O)N1C=CC(=N1)C
HAQVIG,1.8779,CC(C)CC1NC(=O)N(CC2CCCCC2)C1=O
HAWSEE,3.3623,COc1ccc2CN(C)CCC34C=CC(=O)CC3Oc1c24
HAWTIJ,4.6967,CC1(C)OCC2C3CC4C(C2=O)C4(C)CCC13
HAYHIZ01,2.2389,O=C1N2c3ccccc3C(=O)C3=C2N(CCC3)c2ccccc12
HAYMAW,3.7051,COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
HAZKEZ,2.473,FC(F)(F)C1=C(Oc2c3ccccc3ccc12)c1ccc(cc1)C#N
HEGKEK,4.9254,FC(F)(F)C1=C(Oc2ccc3ccccc3c12)c1ccc(cc1)C#N
HEJQUK,2.5176,FC(F)(F)C1=C(Oc2ccc3ccccc3c12)c1c2ccccc2cc2ccccc12
HEJRAR,2.4938,FC(F)(F)C1=C(Oc2ccc3ccccc3c12)c1cc2ccccc2c2ccccc12
HEJRIZ,2.2351,FC(F)(F)C1=C(Oc2ccc3ccccc3c12)C1=C(c2c(O1)ccc1ccccc21)C(F)(F)F
HEJROF,2.8038,COC(=O)C12C34CCCCCC53C3(CCCCCC143)C25C(=O)OC
HEJRUL,2.6239,CC(C)(C)c1cc(O)c(cc1O)C(C)(C)C
HEMKOZ,4.1587,CCCC1(CCC)c2cc(ccc2c2ccc(cc12)N(=O)=O)N(C)C
HESKOF01,3.7507,CCCC1(CCC)c2cc(ccc2c2ccc(cc12)N(=O)=O)N1CCCCC1
HESYAG,1.9288,c1ccc(cc1)c1nnc(nc1c1ccccc1)c1ccccn1
HESYIO,1.8746,COC(=O)CNC(=O)C(NC(=O)CNC(=O)C(NC(=O)CNC(=O)OC(C)(C)C)=Cc1ccccc1)=Cc1ccccc1
HEWLOL01,2.2158,FC(F)(F)c1ccc2c(ccc3c4ccccc4c4ccccc4c23)c1
HEWVIP,2.6972,NC1=NC(=O)N(C=C1C1=CC=CO1)C1CC(O)C(CO)O1
HEZKEE,2.818,CC1(C)CC(O)C(C)(O)CCC2OC2(C)C(O)C2OC12
HEZWAL,3.0247,CCC(C(=O)C1=CC=CN1)C(=O)C1=CC=CN1
HIBBIE,5.0558,CCC(CC)(C(=O)C1=CC=CN1)C(=O)C1=CC=CN1
HIBDIG,3.1361,CN1C=CC=C1C(=O)CC(=O)C1=CC=CN1C
HIBDOM,3.1358,OC1CCCC2=CCN3N(C12)C(=O)N(C3=O)c1ccccc1
HIBDUS,2.9969,C1CNc2ccccc2N1
HIBJEI,4.0575,O=NC1(COCOC1)OC(=O)c1ccccc1
HIFCIJ,3.5262,CC(C)(C)c1ccc(cc1)C=C1C=CC=C1
HIFSUL,1.3978,CCOC1ON2OC(C)C3=C(C2C1C)c1ccccc1OC3=O
HIGZED,2.1272,COc1c(O)c2Oc3cccc(O)c3C(=O)c2c(CC=C(C)C)c1OC
HIJZOQ,2.4608,c1ccc(cc1)C1C(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1
HISGOG,2.4769,CC(=C)C1CCC2=CC(CC3(C)CC4OC(O)(CC4O3)C1)OC2=O
HISQAC,4.2906,COC(=O)C1(CC2C(=Cc3c(cccc3C2(C)C)c2ccccc2)C1)C(=O)OC
HIVSOV,3.9533,Nc1ccccc1C(N1C=CC=N1)(N1C=CC=N1)N1C=CC=N1
HIXDUO,3.2426,Clc1ccc2OC=C(C=O)C(=O)c2c1
HIXLOQ,3.7672,CC1=CC(OC=C2C3CCCC3OC2=O)OC1=O
HIXNEJ,2.5242,COC1(C)OC2C(COC(OCc3ccccc3)C2OC1(C)OC)OC(=O)c1ccc(cc1)N(=O)=O
HIYCUN,3.1296,O=N(=O)c1cc(c(Nc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O
HIYROX,2.2134,COc1cccc(C=Nc2ccccc2N)c1O
HNIDPA01,2.2422,Cc1ccc2NC3=C(CCCCC3=O)c2c1
HODDIO,2.2304,O=Cc1ccc2OCCOCCOCCOCCOc2c1
HODFAI,2.7029,CCc1ccccc1N1C(=O)c2ccccc2C1=O
HODKOB,3.0297,CN(c1cc[n+]([O-])cc1)N(=O)=O
HODXUU,2.836,Clc1cc2C(=O)C(=COc2c(c1)N(=O)=O)C=O
HOFDOV,2.5864,CC(=C)C(=O)Oc1ccc(cc1)N(=O)=O
HOFHER,2.0041,COC(=O)C1CCCC2(C)CCC(OC(=O)Nc3cccc4ccccc34)C12
HOFJES,3.2342,COC(=O)C1C2C(CCC2(C)CCC1(C)C)OC(=O)Nc1cccc2ccccc12
HOGPID,3.0091,COC(=O)C1C(C)CCC2(C)CCC(OC(=O)Nc3cccc4ccccc34)C12
HOGPOJ,2.9778,COC(=O)C1C(CCC2(C)CCC(OC(=O)Nc3cccc4ccccc34)C12)C(C)C
HOGPUP,3.0091,OCN1N=CC(=N1)c1ccccc1
HOGQAW,3.011,CC(C)C1CC(=O)C2CC3OC3(CO)CCC12C
HOHCOX,3.8124,OC(C1CCC(=O)N1Cc1ccccc1)c1ccccc1
HOHDOY,3.8629,OC(CCC(=O)NCc1ccccc1)C(O)c1ccccc1
HOHJOE,3.9393,CNC(=O)C(NC(=O)C1(CCCC1)NC(=O)C(C)(C)C)C(C)C
HOHJUK,4.1575,CC1CC(N2CCCC2=O)c2cc(F)ccc2N1
HOHMAT,4.0086,CC(N1c2ccccc2CCC1(CCc1ccc2OCOc2c1)C#N)c1ccccc1
HOJFOD,3.3675,Fc1ccc(cc1)N1C(=O)C=CC1=O
HOJVEI,3.4976,Fc1cccc(F)c1N1C(=O)C=CC1=O
HOKKIC,2.0794,Fc1cc(F)cc(c1)N1C(=O)C=CC1=O
HOKKOI,2.5631,Fc1cc(F)c(N2C(=O)C=CC2=O)c(F)c1
HOKKUO,2.2764,Fc1cc(F)cc(c1)N1C(=O)c2ccccc2C1=O
HOKLAV,2.5052,Fc1cc(F)c(N2C(=O)c3ccccc3C2=O)c(F)c1
HOKLOJ,2.6207,Fc1c(F)c(F)c(N2C(=O)c3ccccc3C2=O)c(F)c1F
HOKLUP,2.9041,Fc1ccc(cc1)N1C(=O)c2c(F)c(F)c(F)c(F)c2C1=O
HOKMAW,2.933,Fc1cc(F)c(N2C(=O)c3c(F)c(F)c(F)c(F)c3C2=O)c(F)c1
HOKMEA,2.374,CC(C)(C)C1C(C(=O)OC1=O)C(C)(C)C
HOKMUQ,3.3549,O=CC1=CN(Cc2ccccc2)c2ccccc12
HOKZEN,4.4585,O=N(=O)c1ccc(NN=C2CCCCCC2)c(c1)N(=O)=O
HOLBAM01,3.2271,CCOc1cccc(C=NCC(C)N=Cc2cccc(OCC)c2O)c1O
HOLJIC,2.1343,Cc1ccc(nc1)N(c1ccc(C)cn1)c1ccc(C)cn1
HOLVAG01,2.5132,CCCCC12c3ccccc3C(CCCC)(c3ccccc13)c1ccccc21
HONHEY,3.0328,CC(C)c1cccc(C(C)C)c1N1Cc2ccccc2N2CCCC12
HOPLOO,4.047,C1Cc2ccccc2C2N1c1ccccc1CN2c1ccccc1
HOPNAC,3.2396,CN1CCC2(CC1)OC(=O)c1cccc(N=Nc3cc(cc(c3)C(C)(C)C)C(C)(C)C)c21
HOPNEG,3.1939,COC(=O)C1(CC1c1ccccc1)C(O)(C(C)C)C(C)C
HOPQUZ,1.5533,O=C(OC(=O)c1ccccc1Nc1ccccc1)c1ccccc1Nc1ccccc1
HOQRAH,4.3466,OC(=O)C1CC(=O)NC(N1C(=O)C=C)c1ccccc1
HOTFIG,2.2455,Cc1ccccc1NC(=O)c1ccccc1C
HUDTEG,3.4681,CC(C)Cc1ccc(cc1)C(C)C(=O)NN=Cc1ccccc1O
HUDXEK,3.3315,CCCCCCCOc1cc(c(OCCCCCCC)cc1N(=O)=O)N(=O)=O
HUDYEL,2.8009,CC(C)=CCc1c(O)c(CC=C(C)C)c2Nc3c(O)cccc3C(=O)c2c1O
HUFBAM,2.058,C=CCOc1ccc2C3CCCc4c(OCC=C)ccc(C5CCCc1c25)c34
HUFKAV,2.4476,CC1(C)CCC(O)C23COC(O)(C(O)C12)C12C(O)C(CCC31)C(=C)C2O
HUFMAX,3.8324,CC(C)(C)OC(=O)N1CCC2=C(C1)C(=O)NN2
HUFNIG,4.5009,Brc1c(c(Br)c(c(Br)c1N(=O)=O)N(=O)=O)N(=O)=O
HUFWUB,3.8859,Clc1ccc(C=O)c(Cl)c1
HUFXAJ,3.0592,COC1Oc2ccccc2C(=O)C1=CNc1cc(OC)c(OC)c(OC)c1
HUGQOQ,2.8535,Nc1ccc(Br)cc1Cl
HUGREH,2.2321,C1Oc2cc3c(ccc4ccc5ccc6cc7c(OCc8ccccc78)cc6c5c34)cc2c2ccccc12
HUGSAE,3.5174,CN1C2CC3(C)C(=O)OC1(C)C3(C)NC2=O
HUGZOZ,2.3383,CC(CO)N=Cc1cc(ccc1O)c1cccc2cccc(c3ccc(O)c(C=NC(C)CO)c3)c12
HUHJUQ,4.1922,CC(CO)N=Cc1cc(ccc1O)c1cccc2cccc(c3ccc(O)c(C=NC(C)CO)c3)c12
HUJLII,0.3096,CCC(CO)N=Cc1cc(ccc1O)c1cccc2cccc(c3ccc(O)c(C=NC(CC)CO)c3)c12
HUJLOO,2.6501,CC1(C)OC2OC(C(OCc3ccccc3)C2O1)C1C=CCC2C1C(=O)N(C2=O)c1ccccc1
HUJLUU,2.6532,COc1cc2CCC(=O)C=C(C#CC(C)(C)C)c2cc1OC
HUKWOZ,4.0857,CC(C)(C)C#CC12CCCCC(=O)C1C1C(=O)CCCCC21C#CC(C)(C)C
HULBOG,2.2232,COc1cc2CCC(=O)C3CC(C)(C(C)=C)C3(C#CC(C)(C)C)c2cc1OC
HULCAT,3.7407,CC1C2CCC3(C)C=CC=C(C)C3C2OC1=O
HULCOH,3.3939,CC=C(C(C(=O)c1ccccc1)C(=O)c1ccccc1)c1ccccc1
HULDEY,3.3621,COC(=O)C1CC(C(NC(=O)OC(C)(C)C)c2ccccc2)C(=O)N1C(=O)OC(C)(C)C
HUNMAF,2.7119,COC(=O)C1CC(C(NC(=O)OC(C)(C)C)C(=O)OC)C(=O)N1C(=O)OC(C)(C)C
HUSCOO,4.147,OC1(C2CCCCC2=O)C(=O)Nc2ccccc12
HUSCUU,4.2167,CC(C)(C)OC(=O)NCC1ON(C(CO)C=C1)C(=O)OC(C)(C)C
HUVCUX,3.6513,Nc1ncnc2N(C=Nc12)C1CC(N=[N+]=[N-])C(CC#C)O1
HUVDIM,4.1458,O=C1NC(=O)C2(O1)N(Cc1ccccc1)C(=O)c1ccccc21
HUVGOV,3.1781,CC1(C)OCC(O1)C1CCC2C(CC3C=CC(=O)OC23)C=C1
HUVVEA,3.5673,CC1(C(=O)C=CC1=O)c1ccccc1I
HUVXIG,3.5923,COC(=O)C1C2C=CCCC2C(=O)N(C1c1ccccc1)c1ccccc1
HUWCUZ,1.7426,O=N(=O)c1ccc(cc1)c1c(cc(cc1c1ccccc1)c1ccccc1)c1ccccc1
HUWNAP,3.9404,Cc1ccccc1C1=C2C(=O)N(C(=O)OC(C)(C)C)C(=C2C(=O)N1C(=O)OC(C)(C)C)c1ccccc1C
HUYMUK,2.4994,CC(C)(C)OC(=O)N1c2ccccc2C(=O)c2cc3N(C(=O)OC(C)(C)C)c4ccccc4C(=O)c3cc12
HUYZUW,1.9126,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C
HUZBAF,1.9515,COC(C1C(C(=O)OC)C(ON1C)=CC(=O)OC)c1ccccc1
HXPRDO01,3.5028,COC(=O)C=C1ON2C(CCC2(C)c2ccccc2)C1C(=O)OC
IBABIX,3.6519,Cc1cc(C)cc(c1)c1ccc(nc1)N=C1NC(=Nc2ccc(cn2)c2cc(C)cc(C)c2)c2cc(C)c(C)cc12
IBABOD,3.4487,CC1CC(N2C(=O)CCC12O)c1ccccc1
IBAFAU,2.0417,c1ccc(cc1)N=C1c2ccccc2N=C1C1=Nc2ccccc2C1=Nc1ccccc1
IBORUN,4.3104,COCC(N1C(C(C=C)C1=O)c1ccccc1)c1ccccc1
IBUKIB,1.6972,O=C1CCCCC(=O)OCCC=CCCO1
IBULEX,4.1868,CC(C)(C)C1=C(C=C2NC(=O)C(=Cc3ccccc3)N=C2OCOC(=O)CCCC#C)N=CN1
IBUZUB,5.181,COC(=O)C1(CCC(CC1)(NC(=O)OCc1ccccc1)C(=O)OC)NC(=O)OCc1ccccc1
ICESIU,1.9366,O=C1N(Sc2ccccc12)c1ccccc1
ICOLOC01,4.643,CCOC(=O)C1=C(N)OC2=C(C(=NN2c2ccccc2)C)C21C(=NN(C2=O)c1ccccc1)C
ICOQAU01,2.8667,Nc1ccc(F)cc1
ICUZUC,3.177,C1CCc2c(C1)ccc1ccc3ccc4CCCCc4c3c21
IDAHUR,3.6368,CCOC(=O)C(NC(=O)OCc1ccccc1)C(C(C)C)c1ccc2c(NC=C2C=O)c1
IDAKII,3.047,CC(C)(C)C1Cc2ccc3ccccc3c2C1=C1c2ccccc2c2ccccc12
IDEBUP,3.265,CC(C)(C)C1=NN(c2ccccc2)C(=C1CN1N=Nc2ccccc12)N
IDEFED,2.2624,Clc1cc(Cl)c(cc1Cl)c1cc(Cl)c(Cl)c(Cl)c1Cl
IDILEM,3.2479,COc1ccc(cc1)C1=Nc2ccccc2N1
IDUCUG,3.8367,C1N2C=C(C=CC3=CN(Cc4cccc1n4)c1ccccc31)c1ccccc21
IDUGIY,3.0981,Clc1cc2nc(c3ccccc3)c(nc2cc1Cl)c1ccccc1
IDUKIC,1.9974,CC1C2C(=O)CC3C2(C)CCC3(C(C)C(O)=O)C1=O
IFABOH,3.8842,CN(C(Cc1ccc(OCc2ccccc2)cc1)C(O)=O)C(=O)OC(C)(C)C
IFAJOP,3.557,CCC(C)c1cccc(C(C)CC)c1N(C)C(=O)Nc1ccccc1
IFIFUY,3.7649,CC(C)C(O)c1cccc(c1N(C)C(=O)Nc1ccccc1)C(C)(C)C
IFIJIR,3.5815,FC(F)(F)c1ccc(cc1)c1ccccc1c1ccccc1c1ccccc1c1ccccc1c1ccc(cc1)C(F)(F)F
IFIJOX,3.4106,Nc1c(Br)ccc(Br)c1c1c(O)ccc2ccccc12
IFIKOZ,3.4214,Nc1c(Br)cccc1c1ccccc1O
IFILUG,2.9268,COc1cccc2CC3N(CC(O)C=C3c12)C(=O)OCc1ccccc1
IFIMAN,3.384,CC1=CCC2(C)CC(=O)C3(C)CCC(=O)C3C2CC1
IFOBOV,3.4602,CC1(C)SC2=C(C=C1)C(=O)c1ccccc1O2
IFOSEC,3.3307,C=CCC(N1N=Cc2ccccc12)C1=CNc2ccccc12
IFOTED,2.8822,C=CCC(N1N=Nc2ccccc12)C1=CNc2ccccc12
IFOTIH,3.406,COC1OC(CO)C(OC2OC(CO)C(OC)C(O)C2O)C(O)C1O
IFOTON,3.3143,Cc1cc(C)c(c(C)c1)C(=CC(=O)c1ccccc1)c1c(C)cc(C)c(C#CC(=O)c2ccccc2)c1C
IFOVOO03,5.0159,COc1ccc(cc1)C(=CC(C)=O)c1c(C)c(C)c(C)c(C)c1C
IFUCOC,2.3158,COC(=O)c1ccc(CN2C=C(C=C3N4CCC(CC4)C3=O)c3ccccc23)cc1
IFUCUI,2.5818,CC(C)(C)c1ccc(O)c(c1)N=Nc1ccccc1C(O)=O
IFUNUT,2.1533,O=C(OC1CCCCC1OC(=O)c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O
IFUXOX,1.8525,O=C(Nc1ccccc1C=Cc1ccc(cc1)c1ccccc1)C1=CC=CO1
IGABUO,3.0026,Nc1c(F)cc(F)cc1F
IGAHEI,3.8914,Nc1ccccc1Cl
IGAJUW,2.4831,CC1=NN(C(CC(O)=O)N2N=C(C)C=C2C)C(=C1)C
IGAPUC,3.9081,COC1C2C(CCCC2C(=O)OC)CCC2(C)CCC(=O)C12
IGEHEI,3.8684,COC1C2C(CCCC2C(=O)OC)CCC2(C)CCC(=O)C12
IGUWAJ,4.4162,C1COC2OC(OCCOC3OC(O1)c1ccccc31)c1ccccc21
IHOQUR,3.6352,COC(=O)C1=C2CCCN2C(=C1C(=O)OC)C(=NNc1ccccc1)C#N
IHORAY,3.6879,COc1cc2CCC3C4CCC(C3c2cn1)N4C(=O)OC(C)(C)C
IHOSEF,4.2803,N#Cc1ccc(cc1)C(=CC(Cc1ccccc1)(C=C(c1ccccc1)c1ccccc1)C=C(c1ccccc1)c1ccccc1)c1ccc(cc1)C#N
IHUPIL,2.1195,CC(C)=CC1(Cc2ccccc2)C(C=C(c2ccccc2)c2ccccc2)C1(c1ccccc1)c1ccccc1
IJEFUY,3.9104,OC(=O)c1cc(O)c(O)c(O)c1
IJOBUE,2.6666,COc1ccc(OC)c2N3CCOC(=O)C3=Cc12
IJOCAL,3.276,O=C1OCCN1CCN1C(=O)N(CCN2CCOC2=O)c2ccccc12
IJUMEG,3.4079,COC(=O)C(C)(C(=O)C(C#N)c1ccccc1)c1ccccc1
IJUMIK,2.5898,COC(=O)C(C)(C(C#N)c1ccccc1)c1ccccc1
IJUTEN,3.7409,CC1(C)CC(=O)c2c(O)c3C=CC(=O)Oc3c(c2O1)C(C)(C)C=C
IKADED,3.3429,OC1=C(C(=O)Oc2ccccc12)C1=NN(C(C1)c1ccc(Cl)cc1Cl)c1ccccc1
IKADIH,4.4959,Oc1ccc(C=NNC(=O)c2ccc(cc2)N(=O)=O)c(O)c1
IKADUU,2.6685,CC(C)(C)OC(=O)COc1ccc(cc1)N(=O)=O
IKAHAE,1.9337,CC(C)(C)OC(=O)COc1ccc2ccccc2c1Cc1c(OCC(=O)OC(C)(C)C)ccc2ccccc12
IKAKOV,1.6268,CC1CCC2C(C1)c1c(O)cccc1C2(C)C
IKAXEY,3.0442,O=C1COc2ncccc2N1Cc1ccccc1
IKAXIC,2.8806,CN(C)C(=Nc1ccc(cc1)N=Nc1ccccn1)N(C)C
ILABAZ,4.3406,COC1OC2COC(OC2C(O)C1N(Cc1ccccc1)Cc1ccccc1)c1ccccc1
ILUDEY,3.6253,C=C(c1ccccc1)C12C=CCC3CCCCC13CC2=O
IMEZAB,1.867,COc1ccc(CCN2C(=O)COC3=C2C=NN(C2CCCCO2)C3=O)cc1OC
IMONIH,3.4229,COc1ccc(C=C2C(O)C3CCN2CC3)c(OC)c1
IMUKIL,3.4103,CC12OC(C3CCC(=O)C13)C(=O)C12CCC1
IMURIR,2.5018,Oc1c(F)c(F)c(F)cc1c1cc(F)c(F)c(F)c1O
INEPEW,3.0766,Oc1cc(F)c(F)c(F)c1c1c(O)cc(F)c(F)c1F
INEREY,3.4008,COC1(COC(=O)c2ccccc2)OCC(OC(=O)c2ccccc2)C1OC(=O)c1ccccc1
